p1ep2,p1ep3,p1ep4,p1ep5,p1vp6,p1vp7,p1vp8,p1vp9,p1vp10,p2ep3,p2ep4,p2ep5,p2vp6,p2vp7,p2vp8,p2vp9,p2vp10,p3ep4,p3ep5,p3vp6,p3vp7,p3vp8,p3vp9,p3vp10,p4ep5,p4vp6,p4vp7,p4vp8,p4vp9,p4vp10,p5vp6,p5vp7,p5vp8,p5vp9,p5vp10,p6ep7,p6ep8,p6ep9,p6ep10,p7ep8,p7ep9,p7ep10,p8ep9,p8ep10,p9ep10,timevencedor
0.5,0.6524390243902439,0.28368794326241137,1.12,0.4672686230248307,0.47507507507507507,0.4377358490566038,0.5495495495495496,0.5517241379310345,0.3166332665330661,0.46551724137931033,0.42105263157894735,0.5522388059701493,0.47435897435897434,0.48514851485148514,0.39344262295081966,0.509478672985782,0.39655172413793105,0.3793103448275862,0.44047619047619047,0.49605202043660007,0.31683168316831684,0.4358974358974359,0.5714285714285714,0.64375,0.518324607329843,0.467459324155194,0.5289855072463768,0.48484848484848486,0.35714285714285715,0.25,0.5061224489795918,0.49019607843137253,0.4090909090909091,0.6363636363636364,17.782846715328468,0.6,0.3333333333333333,1.0,0.5647058823529412,0.5816326530612245,0.48,0.2429210134128167,1.5807453416149069,0.25675675675675674,0
0.5,0.5102040816326531,10.147623019182653,3.481366459627329,0.47005988023952094,0.3924050632911392,0.375,0.5568181818181818,0.4808787632221318,0.25,11.102339181286549,4.457516339869281,0.5982142857142857,0.6363636363636364,0.36363636363636365,0.5439024390243903,0.5309278350515464,9.584586466165414,2.4152719665271967,0.5071740486587648,0.48923076923076925,0.5416666666666666,0.5040485829959515,0.4791666666666667,2.43024494142705,0.48484848484848486,0.5309734513274337,0.47058823529411764,0.5066666666666667,0.4980769230769231,0.4573643410852713,0.4666666666666667,0.3888888888888889,0.43478260869565216,0.5171597633136095,0.6408813877168308,0.4810055865921788,0.8605980650835532,2.2076101468624834,0.6521739130434783,0.29411764705882354,3.7519729425028183,1.623598505072077,2.9434782608695653,2.116767676767677,0
2.125,0.33976833976833976,1.2699704142011834,0.6109537299339,0.31683168316831684,0.45454545454545453,0.5020703933747412,0.4,0.4676470588235294,0.7661691542288557,1.415982076176251,0.6382978723404256,0.49076517150395776,0.5641025641025641,0.4503012048192771,0.5660377358490566,0.47686832740213525,1.6873776908023483,0.6041874376869392,0.5,0.5172413793103449,0.4996873045653533,0.6379310344827587,0.49534883720930234,0.9057971014492754,0.5287356321839081,0.5757575757575758,0.5294117647058824,0.5111111111111111,0.4869198312236287,0.5077262693156733,0.5970149253731343,0.493125,0.4854368932038835,0.5030846887268648,0.1891891891891892,1.3172126885075404,0.5,1.931477516059957,0.6714285714285714,0.5121951219512195,2.136775362318841,0.5046728971962616,1.6818713450292397,1.654033041788144,0
0.484375,1.7732260424286759,0.24,0.0,0.5317604355716878,0.5279503105590062,0.5395498392282958,0.2903225806451613,0.16666666666666666,2.1324808184143222,0.7052469135802469,0.580952380952381,0.49246231155778897,0.4972375690607735,0.48650674662668664,0.46987951807228917,0.4811320754716981,3.084848484848485,0.5,0.4727608494921514,0.48936170212765956,0.48487031700288186,0.5714285714285714,0.5833333333333334,0.23529411764705882,0.5233463035019456,0.42105263157894735,0.5177372962607862,0.5333333333333333,0.3333333333333333,0.5217957059206246,0.5573770491803278,0.52,0.5555555555555556,0.5154185022026432,0.5294117647058824,3.8596385542168674,0.5102040816326531,0.6428571428571429,3.9494163424124515,0.3333333333333333,1.608365019011407,0.48,0.49206349206349204,0.3781138790035587,0
5.864269141531323,1.364864864864865,0.5548271752085816,0.20812182741116753,0.4770992366412214,0.5032987747408105,0.5056320400500626,0.43902439024390244,0.516078431372549,0.0,0.4166666666666667,0.5,0.3333333333333333,0.4186046511627907,0.2,0.0,0.0,1.484375,0.8,0.43243243243243246,0.49233128834355827,0.35714285714285715,0.2,0.5040431266846361,0.23522167487684728,0.5061162079510704,0.47713178294573644,0.4817039868924085,0.4932506384531193,0.46449704142011833,0.38372093023255816,0.493801652892562,0.5098039215686274,0.5517241379310345,0.5222405271828665,1.9939301972685888,0.9518599562363238,0.49563812600969304,1.536770280515542,1.5095457537853851,0.937984496124031,2.7795603089720737,0.49056603773584906,1.9093886462882097,1.7477691850089232,0
0.5945945945945946,3.04755111745126,0.5060975609756098,0.5245901639344263,0.3902439024390244,0.48412083656080557,0.5066666666666667,0.52,0.5135135135135135,2.3113413304253,0.5170278637770898,0.8378099173553719,0.5148514851485149,0.46296296296296297,0.50472334682861,0.4524421593830334,0.4606741573033708,0.4642857142857143,0.6430517711171662,0.5423728813559322,0.49291338582677163,0.4827109266943292,0.4419889502762431,0.5841584158415841,0.8054532056005895,0.5038759689922481,0.47113163972286376,0.5174311926605505,0.49206349206349204,0.4957983193277311,0.7083333333333334,0.4857142857142857,0.5,0.3333333333333333,0.5,1.8673539518900344,0.5302593659942363,0.25,0.5851063829787234,0.6522593320235757,0.5652173913043478,0.54,0.3359497645211931,0.287515762925599,0.5102040816326531,1
1.402351404310908,0.626984126984127,0.5111111111111111,1.2540473225404731,0.5161649944258639,0.48874061718098416,0.5024154589371981,0.4801078894133513,0.45294855708908405,0.4666666666666667,0.5666666666666667,0.6666666666666666,0.5,0.8,0.5833333333333334,0.42857142857142855,0.47738693467336685,0.49056603773584906,1.1081517352703794,0.4970178926441352,0.49107142857142855,0.47954329210275926,0.48493543758967,0.4791666666666667,1.2205778717406623,0.5094339622641509,0.5198983911939035,0.5095890410958904,0.4960674157303371,0.4848030018761726,0.3,0.5,0.46153846153846156,0.5,0.4368932038834951,1.3944444444444444,1.7512953367875648,1.0711920529801324,1.9663911845730027,0.49019607843137253,2.6135693215339235,2.9495861550037623,1.7171658986175116,2.63764404609475,2.101015801354402,0
0.4745098039215686,0.5428571428571428,0.5111111111111111,0.47254575707154745,0.5013054830287206,0.47594501718213056,0.499001996007984,0.47782874617737003,0.45294855708908405,0.5067024128686327,0.48489425981873113,0.9385733157199472,0.492776886035313,0.5121951219512195,0.48336252189141854,0.4945717732207479,0.49937939594538683,0.5714285714285714,0.9829867674858223,0.5106382978723404,0.532258064516129,0.5165562913907285,0.4949651432997676,0.47728487439871725,0.7694483734087695,0.4858709405314213,0.4599254426840634,0.482400461627236,0.5149295774647887,0.4848030018761726,0.2,0.4864864864864865,0.5833333333333334,0.42748091603053434,0.49233128834355827,0.4519230769230769,0.3333333333333333,0.7950101146325017,2.6951672862453533,1.1253132832080202,1.0774550484094052,1.9204851752021563,0.6042780748663101,2.67434988179669,2.2076101468624834,0
1.7150864082204578,2.6474643032988676,0.6773399014778325,3.0017605633802815,0.5020408163265306,0.49674337820234477,0.48872180451127817,0.5208333333333334,0.4996873045653533,1.4972118959107807,0.5800273597811217,2.1861924686192467,0.5517241379310345,0.47764849969381507,0.4895833333333333,0.5402298850574713,0.5124851367419738,1.7553956834532374,4.062893081761007,0.525,0.4889589905362776,0.5,0.5294117647058824,0.5555555555555556,3.1167315175097277,0.38461538461538464,0.49074759437453735,0.4812703583061889,0.5058823529411764,0.509009009009009,0.4805194805194805,0.472809667673716,0.4775204359673024,0.4827109266943292,0.46184738955823296,8.206477732793521,2.8231954582319547,0.6687380497131931,0.9164444444444444,2.723918575063613,1.2575039494470774,0.436,0.696588868940754,1.5315161839863713,0.822742474916388,0
0.7272727272727273,0.48,2.1911764705882355,0.36363636363636365,0.5,0.49333333333333335,0.5483870967741935,0.3448275862068966,0.44871794871794873,0.6111111111111112,1.7488514548238898,0.631578947368421,0.46153846153846156,0.4732142857142857,0.5333333333333333,0.5050167224080268,0.48744588744588746,2.324275362318841,0.5,0.3333333333333333,0.47572815533980584,0.3902439024390244,0.5483870967741935,0.43131868131868134,0.6367647058823529,0.486013986013986,0.5033557046979866,0.44574290484140233,0.4722222222222222,0.47333333333333333,0.5,0.5045871559633027,0.4923547400611621,0.4956521739130435,0.5372378886478669,0.4722222222222222,0.20833333333333334,0.35714285714285715,4.161879895561357,0.525,0.8004866180048662,1.9939301972685888,0.5587878787878788,3.370342205323194,2.4324022346368714,1
0.455,0.8546562228024369,1.3216195569136746,2.6377952755905514,0.6,0.5352112676056338,0.5873015873015873,0.4830729166666667,0.4503012048192771,0.7694483734087695,0.6797814207650273,1.9939301972685888,0.4946236559139785,0.5093632958801498,0.5570776255707762,0.5198983911939035,0.4723523898781631,0.5652173913043478,3.7519729425028183,0.18181818181818182,0.2777777777777778,0.5,0.6,0.506578947368421,2.275334608030593,0.6136363636363636,0.4318181818181818,0.4827586206896552,0.5,0.5026535253980288,0.390625,0.5842696629213483,0.5714285714285714,0.49070631970260226,0.48487031700288186,0.5247524752475248,0.3563218390804598,0.5454545454545454,3.4379084967320264,0.4731182795698925,0.39967014843320503,3.2448453608247423,0.5644699140401146,3.9093391589295465,4.306193458594294,0
0.5909090909090909,0.7457507082152974,1.904126213592233,1.3267904509283819,0.5803571428571429,0.6071428571428571,0.4624505928853755,0.4791666666666667,0.5297029702970297,0.5141065830721003,1.213768115942029,2.125,0.6129032258064516,0.4642857142857143,0.47530864197530864,0.46204379562043796,0.2962962962962963,1.6501064584811924,1.7623762376237624,0.5737704918032787,0.5357142857142857,0.35384615384615387,0.5158020274299344,0.5135135135135135,1.4896551724137932,0.5106382978723404,0.4576271186440678,0.4708994708994709,0.5106091718001369,0.5909090909090909,0.5873015873015873,0.5352112676056338,0.49748743718592964,0.47333333333333333,0.448,0.4731182795698925,0.8558558558558559,2.4620425996723103,0.2764505119453925,0.40460526315789475,2.2822944896115627,0.3996865203761755,2.89239662072032,1.720472440944882,0.5434782608695652,0
4.507352941176471,1.045353982300885,1.2377622377622377,2.397529069767442,0.4815974941268598,0.46184738955823296,0.4800347222222222,0.49165120593692024,0.4837758112094395,0.4166666666666667,1.9435483870967742,2.659985152190052,0.5686274509803921,0.4,0.48717948717948717,0.2608695652173913,0.5714285714285714,1.0,4.5777777777777775,0.6666666666666666,0.5555555555555556,0.3333333333333333,0.5625,0.42857142857142855,3.826118855465884,0.45224719101123595,0.5573770491803278,0.5833333333333334,0.5384615384615384,0.5833333333333334,0.5,0.5299145299145299,0.5335570469798657,0.5681818181818182,0.5142857142857142,2.0425531914893615,2.9500998003992014,0.5833333333333334,0.4782608695652174,0.8605980650835532,0.4415188470066519,0.7784200385356455,0.49056603773584906,0.6046511627906976,0.2595108695652174,1
0.45714285714285713,0.6147098515519568,0.5652173913043478,0.5206611570247934,0.49165120593692024,0.4631578947368421,0.47802197802197804,0.36363636363636365,0.4954545454545455,0.6150627615062761,0.47058823529411764,0.5862068965517241,0.5,0.48748159057437407,0.49333333333333335,0.6428571428571429,0.5193798449612403,0.552,0.40757238307349664,0.4932506384531193,0.4871987951807229,0.5061162079510704,0.5034387895460798,0.4985835694050991,0.5932203389830508,0.4838709677419355,0.4900523560209424,0.5164835164835165,0.7272727272727273,0.48807339449541287,0.5226480836236934,0.48812664907651715,0.5546218487394958,0.5909090909090909,0.49641025641025643,2.737686773657997,0.5107296137339056,0.8,1.4255014326647564,0.4090909090909091,0.8,0.625,0.6111111111111112,1.5882045929018789,0.6748466257668712,1
0.375,0.4888888888888889,0.8076923076923077,4.337278106508876,0.4751131221719457,0.49019607843137253,0.6666666666666666,0.8461538461538461,0.48847926267281105,0.9492957746478873,0.5121951219512195,2.515068493150685,0.5008375209380235,0.4880952380952381,0.5,0.47368421052631576,0.484394506866417,0.22804054054054054,2.3543589743589743,0.501917341286749,0.5077262693156733,0.4712092130518234,0.44308943089430897,0.5030846887268648,2.6951672862453533,0.5184931506849315,0.4834782608695652,0.453125,0.5178571428571429,0.47888040712468194,0.475,0.4377358490566038,0.492,0.5,0.4845434938892883,0.8251928020565553,0.46458923512747874,0.7976539589442815,1.2997416020671835,0.8378099173553719,0.37924151696606784,1.931477516059957,0.38235294117647056,1.8307045215562565,1.5513307984790874,1
0.2958904109589041,0.5118110236220472,1.0774550484094052,1.1704260651629073,0.5308310991957105,0.5376344086021505,0.5481843575418994,0.52,0.5456919060052219,0.5,1.3405172413793103,0.8543689320388349,0.5364536453645364,0.5161290322580645,0.4855769230769231,0.5714285714285714,0.5109135004042037,0.8338150289017341,0.46551724137931033,0.4760312151616499,0.5111111111111111,0.46115702479338844,0.5208333333333334,0.46344647519582244,0.8312716476991588,0.48539564524694634,0.5205205205205206,0.5017709563164109,0.5204545454545455,0.47713178294573644,0.4921875,0.4883720930232558,0.46176470588235297,0.5714285714285714,0.4783950617283951,0.4523809523809524,0.944,0.46153846153846156,3.083201267828843,0.7576530612244898,0.2453416149068323,2.3543589743589743,0.5531914893617021,2.5943892460549387,2.848669623059867,1
